P402A,DOMINIO,P401A,CCDD,CCPP,CCDI,REGION,CONGLOMERADO,FACTOR,ESTRATO,ANIO
15.0,1.0,2.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
5.0,1.0,4.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
24.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
10.0,1.0,1.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
70.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
3.0,1.0,1.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
16.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
30.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
1.0,1.0,16.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
0.0,1.0,10.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
22.0,1.0,2.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
13.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
1.0,1.0,16.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
4.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
16.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
6.0,1.0,4.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
50.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
3.0,1.0,16.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
15.0,1.0,2.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
15.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
2.0,1.0,4.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
15.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
200.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
50.0,1.0,1.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
10.0,1.0,1.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
40.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
40.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
4.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
25.0,1.0,2.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
2.0,1.0,10.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
13.0,1.0,4.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
7.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
4.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
3.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
100.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
5.0,1.0,1.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
3.0,1.0,9.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
2.0,1.0,4.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
10.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
10.0,1.0,2.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
20.0,1.0,1.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
2.0,1.0,9.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
3.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
0.0,1.0,14.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
28.0,1.0,2.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
11.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
100.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
12.0,1.0,15.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
9.0,1.0,3.0,24,02,03,1.0,00001,16.357142857142858,,2017.0
70.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
18.0,1.0,9.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
24.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
6.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
1.0,1.0,1.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
10.0,1.0,2.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
2.0,1.0,4.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
36.0,1.0,4.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
38.0,1.0,1.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
50.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
20.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
3.0,1.0,4.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
14.0,1.0,1.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
4.0,1.0,4.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
10.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
2.0,1.0,1.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
15.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
10.0,1.0,1.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
40.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
61.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
40.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
50.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
31.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
5.0,1.0,10.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
0.0,1.0,1.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
50.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
350.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
200.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
50.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
52.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
12.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
72.0,1.0,3.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
15.0,1.0,15.0,24,02,01,1.0,00002,8.928571428571429,,2017.0
20.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
6.0,1.0,1.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
4.0,1.0,4.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
5.0,1.0,16.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
15.0,1.0,4.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
60.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
20.0,1.0,15.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
15.0,1.0,2.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
20.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
15.0,1.0,10.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
10.0,1.0,15.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
30.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
5.0,1.0,10.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
10.0,1.0,9.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
8.0,1.0,15.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
20.0,1.0,2.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
10.0,1.0,4.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
10.0,1.0,4.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
10.0,1.0,2.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
1.0,1.0,16.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
10.0,1.0,15.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
15.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
120.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
12.0,1.0,4.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
10.0,1.0,15.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
3.0,1.0,1.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
8.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
20.0,1.0,2.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
8.0,1.0,4.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
10.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
5.0,1.0,15.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
30.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
10.0,1.0,4.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
5.0,1.0,15.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
12.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
80.0,1.0,3.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
8.0,1.0,15.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
3.0,1.0,4.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
5.0,1.0,15.0,24,02,02,1.0,00003,8.571428571428571,,2017.0
7.0,1.0,2.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
1.0,1.0,16.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
5.0,1.0,1.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
10.0,1.0,4.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
10.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
5.0,1.0,15.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
30.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
3.0,1.0,4.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
10.0,1.0,9.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
35.0,1.0,15.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
20.0,1.0,15.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
6.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
6.0,1.0,1.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
10.0,1.0,15.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
0.0,1.0,14.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
30.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
5.0,1.0,15.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
15.0,1.0,4.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
10.0,1.0,1.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
1.0,1.0,1.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
0.0,1.0,4.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
15.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
8.0,1.0,14.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
8.0,1.0,4.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
6.0,1.0,15.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
100.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
4.0,1.0,15.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
10.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
6.0,1.0,16.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
7.0,1.0,4.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
150.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
10.0,1.0,15.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
9.0,1.0,9.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
11.0,1.0,4.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
15.0,1.0,15.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
17.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
0.0,1.0,14.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
50.0,1.0,3.0,24,02,02,1.0,00004,9.071428571428571,,2017.0
6.0,1.0,9.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
12.0,1.0,15.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
2.0,1.0,4.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
15.0,1.0,1.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
8.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
14.0,1.0,15.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
2.0,1.0,4.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
8.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
67.0,1.0,1.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
16.0,1.0,15.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
20.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
2.0,1.0,4.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
24.0,1.0,4.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
50.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
7.0,1.0,1.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
120.0,1.0,15.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
50.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
6.0,1.0,1.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
10.0,1.0,15.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
3.0,1.0,1.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
2.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
3.0,1.0,1.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
40.0,1.0,15.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
3.0,1.0,4.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
15.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
2.0,1.0,10.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
3.0,1.0,9.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
6.0,1.0,1.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
30.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
15.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
15.0,1.0,15.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
10.0,1.0,15.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
23.0,1.0,3.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
5.0,1.0,1.0,24,02,02,1.0,00005,9.769230769230768,,2017.0
5.0,1.0,9.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
15.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
8.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
8.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,10.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
12.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
250.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
4.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
25.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,9.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,1.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
15.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,10.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
120.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
5.0,1.0,9.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
15.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
30.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
5.0,1.0,10.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
25.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
10.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
4.0,1.0,10.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
1.0,1.0,1.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
60.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
10.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
6.0,1.0,9.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
15.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,10.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
35.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
5.0,1.0,9.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
60.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
40.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
6.0,1.0,1.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
5.0,1.0,1.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
45.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
20.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
30.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
5.0,1.0,1.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
150.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
5.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
150.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,10.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
6.0,1.0,1.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
15.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
6.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
30.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
100.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
8.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
8.0,1.0,10.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
60.0,1.0,1.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
10.0,1.0,9.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
36.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
5.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
15.0,1.0,9.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
2.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
8.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
20.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
3.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
1.0,1.0,16.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
6.0,1.0,15.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
10.0,1.0,3.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
8.0,1.0,4.0,24,02,02,1.0,00006,15.428571428571429,,2017.0
2.0,1.0,4.0,24,01,03,1.0,00007,9.394607843137257,,2017.0
2.0,1.0,3.0,24,01,03,1.0,00007,9.394607843137257,,2017.0
15.0,1.0,15.0,24,01,03,1.0,00007,9.394607843137257,,2017.0
3.0,1.0,16.0,24,01,03,1.0,00007,9.394607843137257,,2017.0
72.0,1.0,3.0,24,01,03,1.0,00007,9.394607843137257,,2017.0
48.0,1.0,3.0,24,01,03,1.0,00007,9.394607843137257,,2017.0
63.0,1.0,3.0,24,01,03,1.0,00007,9.394607843137257,,2017.0
2.0,1.0,4.0,24,01,03,1.0,00007,9.394607843137257,,2017.0
30.0,1.0,3.0,24,01,03,1.0,00007,9.394607843137257,,2017.0
9.0,1.0,4.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
40.0,1.0,15.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
6.0,1.0,9.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
60.0,1.0,15.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
6.0,1.0,4.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
16.0,1.0,15.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
19.0,1.0,4.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
6.0,1.0,9.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
11.0,1.0,15.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
6.0,1.0,15.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
0.0,1.0,9.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
2.0,1.0,9.0,24,01,02,1.0,00008,8.76923076923077,,2017.0
10.0,1.0,15.0,24,01,02,1.0,00009,8.857142857142858,,2017.0
15.0,1.0,9.0,24,01,02,1.0,00009,8.857142857142858,,2017.0
5.0,1.0,15.0,24,01,02,1.0,00010,8.671945701357464,,2017.0
8.0,1.0,15.0,24,01,02,1.0,00010,8.671945701357464,,2017.0
4.0,1.0,4.0,24,01,02,1.0,00010,8.671945701357464,,2017.0
8.0,1.0,14.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
2.0,1.0,4.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
6.0,1.0,9.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
2.0,1.0,4.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
4.0,1.0,15.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
6.0,1.0,10.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
10.0,1.0,14.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
8.0,1.0,14.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
4.0,1.0,9.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
2.0,1.0,15.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
16.0,1.0,14.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
5.0,1.0,15.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
0.0,1.0,3.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
10.0,1.0,9.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
3.0,1.0,15.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
0.0,1.0,4.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
6.0,1.0,15.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
1.0,1.0,4.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
8.0,1.0,9.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
2.0,1.0,10.0,24,01,02,1.0,00011,8.052521008403362,,2017.0
14.0,1.0,1.0,24,01,02,1.0,00012,9.394607843137257,,2017.0
14.0,1.0,1.0,24,01,02,1.0,00012,9.394607843137257,,2017.0
40.0,1.0,9.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
25.0,1.0,15.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
2.0,1.0,16.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
2.0,1.0,16.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
4.0,1.0,15.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
22.0,1.0,9.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
6.0,1.0,3.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
5.0,1.0,4.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
4.0,1.0,15.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
1.0,1.0,16.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
3.0,1.0,14.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
6.0,1.0,10.0,24,01,02,1.0,00013,8.76923076923077,,2017.0
10.0,1.0,15.0,24,01,02,1.0,00015,8.671945701357464,,2017.0
3.0,1.0,4.0,24,01,02,1.0,00015,8.671945701357464,,2017.0
33.0,1.0,14.0,24,01,02,1.0,00015,8.671945701357464,,2017.0
6.0,1.0,4.0,24,01,02,1.0,00015,8.671945701357464,,2017.0
2.0,1.0,4.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
11.0,1.0,1.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
6.0,1.0,9.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
5.0,1.0,14.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
20.0,1.0,16.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
40.0,1.0,15.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
3.0,1.0,4.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
5.0,1.0,15.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
1.0,1.0,16.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
40.0,1.0,9.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
1.0,1.0,16.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
2.0,1.0,15.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
10.0,1.0,9.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
2.0,1.0,4.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
4.0,1.0,15.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
1.0,1.0,16.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
6.0,1.0,2.0,24,01,02,1.0,00016,8.052521008403362,,2017.0
6.0,1.0,10.0,24,01,02,1.0,00019,8.052521008403362,,2017.0
10.0,1.0,1.0,24,01,02,1.0,00019,8.052521008403362,,2017.0
1.0,1.0,9.0,24,01,02,1.0,00019,8.052521008403362,,2017.0
4.0,1.0,1.0,24,01,02,1.0,00019,8.052521008403362,,2017.0
5.0,1.0,15.0,24,01,02,1.0,00019,8.052521008403362,,2017.0
2.0,1.0,1.0,24,01,02,1.0,00019,8.052521008403362,,2017.0
